1800 	0.00
3600 	0.00
5400 	0.00
7200 	0.00
9000 	0.00
10800 	0.00
12600 	0.00
14400 	0.00
16200 	0.00
18000 	0.00
19800 	0.00
21600 	0.00
23400 	0.00
25200 	0.00
27000 	0.00
28800 	0.00
30600 	0.00
32400 	0.00
34200 	0.00
36000 	0.00
37800 	0.00
39600 	0.00
41400 	0.00
43200 	0.00
45000 	0.00
46800 	2.39
48600 	8.39
50400 	12.65
52200 	13.95
54000 	15.17
55800 	17.93
57600 	20.50
59400 	21.87
61200 	22.61
63000 	23.88
64800 	51.07
66600 	52.27
68400 	54.75
70200 	55.90
72000 	52.95
73800 	71.51
75600 	73.27
77400 	82.50
79200 	88.97
81000 	88.49
82800 	96.24
84600 	102.96
86400 	127.54
88200 	130.54
90000 	133.03
91800 	144.45
93600 	143.92
95400 	145.17
97200 	147.17
99000 	144.31
100800 	144.44
102600 	167.33
104400 	168.85
106200 	172.07
108000 	172.28
109800 	173.76
111600 	176.74
113400 	175.82
115200 	177.11
117000 	183.27
118800 	191.44
120600 	192.47
122400 	190.59
124200 	208.95
126000 	209.42
127800 	211.33
129600 	210.12
131400 	209.60
133200 	209.13
135000 	207.76
136800 	217.65
138600 	225.10
140400 	225.06
142200 	225.10
144000 	225.67
145800 	231.05
147600 	230.23
149400 	230.06
151200 	230.27
153000 	229.41
154800 	229.31
156600 	229.31
158400 	228.83
160200 	228.10
162000 	227.60
163800 	227.59
165600 	258.29
167400 	258.39
169200 	257.41
171000 	256.89
172800 	328.17
