1800	20.78
3600	175.76
5400	237.30
7200	227.72
9000	220.80
10800	176.92
12600	184.01
14400	179.10
16200	163.60
18000	147.21
19800	141.04
21600	133.18
23400	114.16
25200	110.31
27000	98.15
28800	95.47
30600	102.20
32400	95.47
34200	90.82
36000	91.84
37800	93.52
39600	98.03
41400	100.81
43200	98.10
45000	100.98
46800	101.53
48600	100.30
50400	102.57
52200	101.24
54000	102.24
55800	101.22
57600	105.30
59400	105.02
61200	105.31
63000	105.31
64800	105.46
66600	105.46
68400	103.61
70200	103.88
72000	104.01
73800	100.77
75600	101.76
77400	99.58
79200	97.95
81000	97.17
82800	98.26
84600	98.30
86400	98.27
88200	98.39
90000	98.48
91800	98.46
93600	98.55
95400	98.48
97200	98.43
99000	97.19
100800	98.32
102600	98.18
104400	98.10
106200	98.40
108000	98.37
109800	98.41
111600	97.35
113400	97.23
115200	97.92
117000	98.02
118800	96.92
120600	96.97
122400	97.05
124200	97.08
126000	97.57
127800	97.98
129600	98.08
131400	98.11
133200	97.73
135000	97.77
136800	97.81
138600	97.81
140400	97.78
142200	97.66
144000	97.66
145800	97.66
147600	97.66
149400	97.54
151200	97.54
153000	97.53
154800	97.53
156600	97.53
158400	97.53
160200	97.50
162000	97.50
163800	97.50
165600	99.57
167400	99.57
169200	99.57
171000	99.59
172800	99.66
