1800	88.33
3600	193.13
5400	148.62
7200	158.35
9000	184.20
10800	139.94
12600	129.30
14400	202.13
16200	111.77
18000	111.80
19800	99.53
21600	101.69
23400	101.38
25200	101.30
27000	100.17
28800	99.70
30600	98.63
32400	98.90
34200	98.92
36000	99.13
37800	99.21
39600	99.11
41400	98.38
43200	99.21
45000	97.37
46800	97.03
48600	97.95
50400	98.61
52200	98.05
54000	97.93
55800	98.20
57600	97.74
59400	98.04
61200	98.18
63000	98.30
64800	98.25
66600	98.45
68400	97.90
70200	97.85
72000	97.86
73800	98.18
75600	98.55
77400	98.62
79200	99.45
81000	99.50
82800	99.57
84600	99.62
86400	99.94
88200	100.13
90000	100.21
91800	100.09
93600	99.97
95400	98.39
97200	98.23
99000	98.14
100800	98.36
102600	98.51
104400	98.63
106200	98.14
108000	98.15
109800	98.28
111600	98.13
113400	98.29
115200	98.41
117000	98.44
118800	98.85
120600	98.85
122400	98.95
124200	98.95
126000	98.77
127800	99.16
129600	99.33
131400	99.37
133200	99.31
135000	99.27
136800	99.20
138600	99.23
140400	99.50
142200	99.58
144000	99.56
145800	99.56
147600	99.56
149400	99.59
151200	99.59
153000	99.74
154800	99.74
156600	99.74
158400	99.74
160200	99.75
162000	99.75
163800	99.75
165600	99.77
167400	99.77
169200	99.77
171000	99.75
172800	99.79
